,title,artist,lyrics,audio,text_arousal,text_valence,audio_arousal,audio_valence,arousal,valence
7fkXzzIVo98CgjOkpd9H0V,Already Gone,Sleeping At Last,,temp/temp_features_7fkXzzIVo98CgjOkpd9H0V.csv,,,0.39443201918698234,0.4230138846559275,0.39443201918698234,0.4230138846559275
4VPXFi4vFTtS9wHe6oMQaT,I Can't Fall in Love Without You,Zara Larsson,temp/temp_4VPXFi4vFTtS9wHe6oMQaT.txt,temp/temp_features_4VPXFi4vFTtS9wHe6oMQaT.csv,0.1447914438502674,0.1782139037433155,0.5568723058825187,0.5428371342076562,0.35083187486639306,0.36052551897548585
2TukzxmwVW0JkiI8isgUXd,Need Somebody (Acoustic),Xuitcasecity,,temp/temp_features_2TukzxmwVW0JkiI8isgUXd.csv,,,0.5374501296771872,0.5497090419223281,0.5374501296771872,0.5497090419223281
4GUXTRTjQ4voLzwLw9qbPx,I Believe You,FLETCHER,,temp/temp_features_4GUXTRTjQ4voLzwLw9qbPx.csv,,,0.5403198092559598,0.5610073371762613,0.5403198092559598,0.5610073371762613
0UkZ0epPTahsPgLXacC5EG,Worthy Of You,Plested,,temp/temp_features_0UkZ0epPTahsPgLXacC5EG.csv,,,0.47016840929005355,0.4965398769331867,0.47016840929005355,0.4965398769331867
4KnnWpUyPfQD6X5SQSTlH3,Turn Back Time,Daniel Schulz,,temp/temp_features_4KnnWpUyPfQD6X5SQSTlH3.csv,,,0.5487135469837732,0.6065926925204537,0.5487135469837732,0.6065926925204537
7oHijHxh7cI40fNC4S619V,Runaway,Sasha Sloan,,temp/temp_features_7oHijHxh7cI40fNC4S619V.csv,,,0.5273817248819965,0.556830473816681,0.5273817248819965,0.556830473816681
3gwJhiaCPcdLgPePwxPd1S,Only You - Acoustic,Sarah Close,,temp/temp_features_3gwJhiaCPcdLgPePwxPd1S.csv,,,0.4502634839029902,0.4963304612063384,0.4502634839029902,0.4963304612063384
7tTRP2vA00uScZ4SjB3ZQZ,Rush (feat. Jessie Reyez),Lewis Capaldi,,temp/temp_features_7tTRP2vA00uScZ4SjB3ZQZ.csv,,,0.6050730881287811,0.6558455248065158,0.6050730881287811,0.6558455248065158
1almCHdsfikRPfVB9VrEdT,Little Do You Know,Alex & Sierra,temp/temp_1almCHdsfikRPfVB9VrEdT.txt,temp/temp_features_1almCHdsfikRPfVB9VrEdT.csv,0.1511934306569343,0.2423759124087591,0.5713674818155494,0.6128636771247391,0.36128045623624183,0.4276197947667491
1afyMOxQCyfxUOSrCkStsy,Wildfire,SYML,temp/temp_1afyMOxQCyfxUOSrCkStsy.txt,temp/temp_features_1afyMOxQCyfxUOSrCkStsy.csv,0.14918828451882843,0.17717991631799163,0.4536070851978473,0.48238470015631163,0.30139768485833784,0.3297823082371516
52okn5MNA47tk87PeZJLEL,Let You Down,NF,temp/temp_52okn5MNA47tk87PeZJLEL.txt,temp/temp_features_52okn5MNA47tk87PeZJLEL.csv,0.13010961214165262,0.16020236087689713,0.5297115515159522,0.5452806438931295,0.3299105818288024,0.3527415023850133
3g2koMSfvsAGKcBAHyFtUF,Alone With You,Canyon City,,temp/temp_features_3g2koMSfvsAGKcBAHyFtUF.csv,,,0.38915477377653573,0.5067120481611982,0.38915477377653573,0.5067120481611982
7IL3UOlcJ6nmcCMwpnlfcA,Something's Gotta Give,Camila Cabello,temp/temp_7IL3UOlcJ6nmcCMwpnlfcA.txt,temp/temp_features_7IL3UOlcJ6nmcCMwpnlfcA.csv,0.12882295081967213,0.1935967213114754,0.4847222539968462,0.5138670707984716,0.30677260240825915,0.3537318960549735
5NRl32BO29q8xtWFvOlHZE,River Of Tears,Alessia Cara,temp/temp_5NRl32BO29q8xtWFvOlHZE.txt,temp/temp_features_5NRl32BO29q8xtWFvOlHZE.csv,0.1272222222222222,0.16082407407407406,0.4803235355600912,0.49191846353406343,0.30377287889115673,0.32637126880406875
2S2od3hT7ceytw7d1pTRuE,Again,Noah Cyrus,temp/temp_2S2od3hT7ceytw7d1pTRuE.txt,temp/temp_features_2S2od3hT7ceytw7d1pTRuE.csv,0.10395394736842105,0.16639802631578948,0.6343893889933461,0.6624232097907525,0.36917166818088354,0.414410618053271
3wD9lRUL8hYJzPnJDSCzD9,Only You,Parson James,,temp/temp_features_3wD9lRUL8hYJzPnJDSCzD9.csv,,,0.47444060588614445,0.5216063636054562,0.47444060588614445,0.5216063636054562
4L2K7JKseFCBoHMZEAszW0,Jealous,Labrinth,temp/temp_4L2K7JKseFCBoHMZEAszW0.txt,temp/temp_features_4L2K7JKseFCBoHMZEAszW0.csv,0.13343050847457627,0.13254915254237287,0.4360373797140338,0.4930296470699356,0.284733944094305,0.3127893998061542
41WTP0gosjYD74B06uS2tL,You Said You'd Grow Old With Me,Michael Schulte,temp/temp_41WTP0gosjYD74B06uS2tL.txt,temp/temp_features_41WTP0gosjYD74B06uS2tL.csv,0.07377314814814814,0.12352314814814813,0.4586806432433185,0.487882785404401,0.2662268956957333,0.30570296677627457
6dVa7xk5dOoT6pOkDw1TMH,Brother,Kodaline,temp/temp_6dVa7xk5dOoT6pOkDw1TMH.txt,temp/temp_features_6dVa7xk5dOoT6pOkDw1TMH.csv,0.11614666666666668,0.17830333333333334,0.5331705898667627,0.5627846988690082,0.32465862826671466,0.37054401610117077
22uyZjmZR0DX8FyrIwQl35,"1,000 Years",Liza Anne,temp/temp_22uyZjmZR0DX8FyrIwQl35.txt,temp/temp_features_22uyZjmZR0DX8FyrIwQl35.csv,0.12350393700787402,0.18205511811023622,0.4922026283579568,0.5160897944889375,0.3078532826829154,0.3490724562995869
0P3wANnHa96Q7qOBzZrvD5,Should Have Been Us,Travis Atreo,,temp/temp_features_0P3wANnHa96Q7qOBzZrvD5.csv,,,0.5465089803026796,0.5787971258555308,0.5465089803026796,0.5787971258555308
3yURJ9poXVr39qR04DnlfZ,Empty House,Billy Lockett,,temp/temp_features_3yURJ9poXVr39qR04DnlfZ.csv,,,0.5791082925256913,0.6059782473073225,0.5791082925256913,0.6059782473073225
72C7aUQECOhNtnD0AC36ua,They Don't Know About Us,One Direction,temp/temp_72C7aUQECOhNtnD0AC36ua.txt,temp/temp_features_72C7aUQECOhNtnD0AC36ua.csv,0.1155232558139535,0.17968139534883723,0.6605647655674964,0.5954452855549638,0.38804401069072497,0.3875633404519005
6PmhCEPMjhSo9j8hz767xy,Summer's Gone,Maria Lynn,,temp/temp_features_6PmhCEPMjhSo9j8hz767xy.csv,,,0.4706405486808154,0.5189970061588529,0.4706405486808154,0.5189970061588529
0cTp3CDDzHYXR96u1qrPOI,Bittersweet,George Glew,,temp/temp_features_0cTp3CDDzHYXR96u1qrPOI.csv,,,0.49129811601102114,0.5453185331864708,0.49129811601102114,0.5453185331864708
6e40mgJiCid5HRAGrbpGA6,I Want It That Way,Backstreet Boys,temp/temp_6e40mgJiCid5HRAGrbpGA6.txt,temp/temp_features_6e40mgJiCid5HRAGrbpGA6.csv,0.11682575757575756,0.13385606060606062,0.6659528513727044,0.7046742374112851,0.391389304474231,0.41926514900867284
14iN3o8ptQ8cFVZTEmyQRV,I Kissed A Girl,Katy Perry,temp/temp_14iN3o8ptQ8cFVZTEmyQRV.txt,temp/temp_features_14iN3o8ptQ8cFVZTEmyQRV.csv,0.11572348484848487,0.17296590909090911,0.6684938073616374,0.7261996430558437,0.39210864610506113,0.44958277607337643
2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,temp/temp_2tUBqZG2AbRi7Q0BIrVrEj.txt,temp/temp_features_2tUBqZG2AbRi7Q0BIrVrEj.csv,0.1233162393162393,0.15403988603988605,0.5935460261614818,0.5879239153102609,0.3584311327388605,0.3709819006750735
3SdTKo2uVsxFblQjpScoHy,Stand By Me,Ben E. King,temp/temp_3SdTKo2uVsxFblQjpScoHy.txt,temp/temp_features_3SdTKo2uVsxFblQjpScoHy.csv,0.09211728395061727,0.12967283950617284,0.5799681203554711,0.586126255339541,0.33604270215304416,0.3578995474228569
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,Billy Joel,temp/temp_5zA8vzDGqPl2AzZkEYQGKh.txt,temp/temp_features_5zA8vzDGqPl2AzZkEYQGKh.csv,0.11966776315789474,0.17269736842105263,0.6183732404982908,0.6460372312926081,0.36902050182809276,0.4093672998568304
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,temp/temp_1EzrEOXmMH3G43AXT1y7pA.txt,temp/temp_features_1EzrEOXmMH3G43AXT1y7pA.csv,0.12349709302325582,0.16969476744186046,0.5693318996540753,0.5906297862707008,0.34641449633866556,0.3801622768562807
6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,Beyoncé,temp/temp_6RX5iL93VZ5fKmyvNXvF1r.txt,temp/temp_features_6RX5iL93VZ5fKmyvNXvF1r.csv,0.09497459165154264,0.1445589836660617,0.5304143332537296,0.589934176787688,0.3126944624526361,0.36724658022687484
4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams,Daryl Hall & John Oates,temp/temp_4o6BgsqLIBViaGVbx5rbRk.txt,temp/temp_features_4o6BgsqLIBViaGVbx5rbRk.csv,0.0904672131147541,0.1347950819672131,0.5512886742453186,0.5991391511892461,0.32087794368003636,0.3669671165782296
05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,Katrina & The Waves,temp/temp_05wIrZSwuaVWhcv5FfqeH0.txt,temp/temp_features_05wIrZSwuaVWhcv5FfqeH0.csv,0.11587848101265824,0.19144050632911394,0.6534504152806737,0.6552465899939859,0.384664448146666,0.4233435481615499
3fthfkkvy9av3q3uAGVf7U,Shake It Off,Taylor Swift,temp/temp_3fthfkkvy9av3q3uAGVf7U.txt,temp/temp_features_3fthfkkvy9av3q3uAGVf7U.csv,0.09463829787234043,0.08363475177304966,0.5899784454185449,0.6115456318568753,0.3423083716454427,0.3475901918149625
3goSVuTt3fDYDP6kRnFwuL,Take A Bow,Rihanna,temp/temp_3goSVuTt3fDYDP6kRnFwuL.txt,temp/temp_features_3goSVuTt3fDYDP6kRnFwuL.csv,0.09510197368421053,0.12050986842105263,0.5829305086846857,0.6239366923106888,0.33901624118444806,0.3722232803658707
5nNmj1cLH3r4aA4XDJ2bgY,September,"Earth, Wind & Fire",temp/temp_5nNmj1cLH3r4aA4XDJ2bgY.txt,temp/temp_features_5nNmj1cLH3r4aA4XDJ2bgY.csv,0.10229655172413793,0.15919655172413794,0.5935051509567687,0.6339431193728131,0.34790085134045334,0.3965698355484755
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,temp/temp_4kbj5MwxO1bq9wjT5g9HaA.txt,temp/temp_features_4kbj5MwxO1bq9wjT5g9HaA.csv,0.11556160458452722,0.17171633237822348,0.6893274257326697,0.6946445129290519,0.40244451515859847,0.4331804226536377
0mUyMawtxj1CJ76kn9gIZK,Bad Day,Daniel Powter,temp/temp_0mUyMawtxj1CJ76kn9gIZK.txt,temp/temp_features_0mUyMawtxj1CJ76kn9gIZK.csv,0.1547051282051282,0.1881871794871795,0.6956116408910012,0.7401321842426963,0.4251583845480647,0.46415968186493795
3HRQtRUYnnuZY7fE900XtJ,Don't Stop Believin',Journey,temp/temp_3HRQtRUYnnuZY7fE900XtJ.txt,temp/temp_features_3HRQtRUYnnuZY7fE900XtJ.csv,0.08984375,0.16746875,0.6161262762406131,0.581979159093923,0.35298501312030656,0.3747239545469615
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie,Shakira,temp/temp_3ZFTkvIE7kyPt6Nu3PEa7V.txt,temp/temp_features_3ZFTkvIE7kyPt6Nu3PEa7V.csv,0.12455405405405406,0.15911824324324325,0.6067448189445794,0.6092555108565542,0.36564943649931675,0.38418687704989873
5t3oszlshIPTzpAwcCMqgw,When You're Looking Like That - Single Remix,Westlife,,temp/temp_features_5t3oszlshIPTzpAwcCMqgw.csv,,,0.6937193482557539,0.6895741345200717,0.6937193482557539,0.6895741345200717
1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,temp/temp_1Je1IMUlBXcx1Fz0WE7oPT.txt,temp/temp_features_1Je1IMUlBXcx1Fz0WE7oPT.csv,0.08105664062500001,0.122771484375,0.5916807046831286,0.6218212272642969,0.33636867265406434,0.37229635581964843
1NrJYpdAi7uosDRPmSYrsG,Apologize,OneRepublic,temp/temp_1NrJYpdAi7uosDRPmSYrsG.txt,temp/temp_features_1NrJYpdAi7uosDRPmSYrsG.csv,0.12293846153846154,0.1444923076923077,0.6215838391622789,0.6437340038654424,0.3722611503503702,0.39411315577887507
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,temp/temp_4nVBt6MZDDP6tRVdQTgxJg.txt,temp/temp_features_4nVBt6MZDDP6tRVdQTgxJg.csv,0.14427197802197805,0.21982142857142858,0.5293825881584155,0.5362047043979181,0.3368272830901968,0.37801306648467337
5tdKaKLnC4SgtDZ6RlWeal,How Will I Know,Whitney Houston,temp/temp_5tdKaKLnC4SgtDZ6RlWeal.txt,temp/temp_features_5tdKaKLnC4SgtDZ6RlWeal.csv,0.10667619047619048,0.16783333333333333,0.6217236707601694,0.6558027200262895,0.36419993061817996,0.4118180266798114
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,temp/temp_6naxalmIoLFWR0siv8dnQQ.txt,temp/temp_features_6naxalmIoLFWR0siv8dnQQ.csv,0.09342052980132451,0.13162913907284768,0.5851640948861059,0.6439258724423533,0.3392923123437152,0.3877775057576005
0IF0vGwaJQ8ZCh0QxhW6OV,Man! I Feel Like A Woman!,Shania Twain,temp/temp_0IF0vGwaJQ8ZCh0QxhW6OV.txt,temp/temp_features_0IF0vGwaJQ8ZCh0QxhW6OV.csv,0.16691925465838509,0.21805900621118007,0.6425160437750139,0.6577187072373497,0.4047176492166995,0.4378888567242649
1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,temp/temp_1KGi9sZVMeszgZOWivFpxs.txt,temp/temp_features_1KGi9sZVMeszgZOWivFpxs.csv,0.12213418530351437,0.15776837060702875,0.5325640345585956,0.5359227692960105,0.327349109931055,0.3468455699515196
7iN1s7xHE4ifF5povM6A48,Let It Be - Remastered 2009,The Beatles,temp/temp_7iN1s7xHE4ifF5povM6A48.txt,temp/temp_features_7iN1s7xHE4ifF5povM6A48.csv,0.1125410447761194,0.22382835820895522,0.6480722075326519,0.6771398874087063,0.38030662615438565,0.45048412280883077
0FE9t6xYkqWXU2ahLh6D8X,Shape of You,Ed Sheeran,temp/temp_0FE9t6xYkqWXU2ahLh6D8X.txt,temp/temp_features_0FE9t6xYkqWXU2ahLh6D8X.csv,0.1317440828402367,0.21358136094674554,0.5488580738643696,0.5644068542072314,0.34030107835230317,0.38899410757698843
1QUpqu8865jfasDr8M3IKN,A Thousand Years,Christina Perri,temp/temp_1QUpqu8865jfasDr8M3IKN.txt,temp/temp_features_1QUpqu8865jfasDr8M3IKN.csv,0.15031018518518519,0.23953703703703702,0.630865169308547,0.5879001541276201,0.39058767724686605,0.41371859558232854
6mYrhCAGWzTdF8QnKuchXM,If I Could Turn Back Time,Cher,temp/temp_6mYrhCAGWzTdF8QnKuchXM.txt,temp/temp_features_6mYrhCAGWzTdF8QnKuchXM.csv,0.1510558659217877,0.20218435754189945,0.6335492228759642,0.5884162342215792,0.3923025443988759,0.3953002958817393
0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,George Michael,,temp/temp_features_0HEmnAUT8PHznIAAmVXqFJ.csv,,,0.5898045651337336,0.5920743665824793,0.5898045651337336,0.5920743665824793
3cfOd4CMv2snFaKAnMdnvK,All Star,Smash Mouth,temp/temp_3cfOd4CMv2snFaKAnMdnvK.txt,temp/temp_features_3cfOd4CMv2snFaKAnMdnvK.csv,0.1361441241685144,0.17623503325942352,0.5588550104147142,0.5955000992725851,0.3474995672916143,0.38586756626600427
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,temp/temp_1mea3bSkSGXuIRvnydlB5b.txt,temp/temp_features_1mea3bSkSGXuIRvnydlB5b.csv,0.13470567375886525,0.17920567375886526,0.6736308158477889,0.7171541365071438,0.4041682448033271,0.44817990513300454
5IKLwqBQG6KU6MP2zP80Nu,We Are Family,Sister Sledge,temp/temp_5IKLwqBQG6KU6MP2zP80Nu.txt,temp/temp_features_5IKLwqBQG6KU6MP2zP80Nu.csv,0.11029285714285714,0.18553571428571428,0.6832500465798231,0.7571601803767242,0.3967714518613401,0.4713479473312192
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,temp/temp_50kpGaPAhYJ3sGmk6vplg0.txt,temp/temp_features_50kpGaPAhYJ3sGmk6vplg0.csv,0.09769909502262444,0.14688914027149325,0.4755744634564827,0.509708673026817,0.28663677923955355,0.3282989066491551
2Mpj1Ul5OFPyyP4wB62Rvi,Survivor,Destiny's Child,temp/temp_2Mpj1Ul5OFPyyP4wB62Rvi.txt,temp/temp_features_2Mpj1Ul5OFPyyP4wB62Rvi.csv,0.0853203539823009,0.13089734513274337,0.45008122501474823,0.47492858960006334,0.26770078949852455,0.3029129673664034
2goLsvvODILDzeeiT4dAoR,Believe,Cher,temp/temp_2goLsvvODILDzeeiT4dAoR.txt,temp/temp_features_2goLsvvODILDzeeiT4dAoR.csv,0.12502583979328166,0.18563307493540052,0.5743059781510917,0.6146451755895752,0.3496659089721867,0.40013912526248785
0vg4WnUWvze6pBOJDTq99k,You're Beautiful,James Blunt,temp/temp_0vg4WnUWvze6pBOJDTq99k.txt,temp/temp_features_0vg4WnUWvze6pBOJDTq99k.csv,0.12047849462365592,0.2114139784946237,0.5860966379132344,0.6188754015385225,0.35328756626844515,0.4151446900165731
6CQaVuICm1WVXyy3SZ5jEI,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,,temp/temp_features_6CQaVuICm1WVXyy3SZ5jEI.csv,,,0.5160145940844318,0.5495320481801427,0.5160145940844318,0.5495320481801427
0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,Rihanna,temp/temp_0ByMNEPAPpOR5H69DVrTNy.txt,temp/temp_features_0ByMNEPAPpOR5H69DVrTNy.csv,0.14636456211812626,0.160122199592668,0.5083273514454967,0.5445599597985344,0.32734595678181144,0.35234107969560124
66S14BkJDxgkYxLl5DCqOz,I'm Gonna Be (500 Miles),The Proclaimers,temp/temp_66S14BkJDxgkYxLl5DCqOz.txt,temp/temp_features_66S14BkJDxgkYxLl5DCqOz.csv,0.09358248472505092,0.16134012219959268,0.666107525529867,0.7257328456486586,0.37984500512745895,0.44353648392412565
3qI94hINNNeb4S7xQi18lS,Blame It on the Boogie,The Jacksons,temp/temp_3qI94hINNNeb4S7xQi18lS.txt,temp/temp_features_3qI94hINNNeb4S7xQi18lS.csv,0.12912669683257919,0.14761990950226245,0.6654048543810083,0.6751925768214253,0.3972657756067937,0.4114062431618439
6t6oULCRS6hnI7rm0h5gwl,Some Nights,fun.,temp/temp_6t6oULCRS6hnI7rm0h5gwl.txt,temp/temp_features_6t6oULCRS6hnI7rm0h5gwl.csv,0.09034446764091858,0.12417118997912316,0.6285916456428142,0.6034014327823962,0.35946805664186643,0.3637863113807597
